"chemical_id","chemical_name","CASRN","DTXSID","Morph.BMD10.x","Background_BMD","Excitatory_BMD","Refractory_BMD","Light_BMD","Dark_BMD","EPR.BMD","LPR.BMD","Classification","Fluorinated.Carbons","MO24","DP24","SM24","MORT","CRAN","AXIS","EDEM","MUSC","LTRK","BRN_","SKIN","NC__","TCHR","Morph.BMD10.y","AVERAGE_MASS","TOXCAST_NUMBER_OF_ASSAYS.TOTAL","OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED","OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED","VAPOR_PRESSURE_MMHG_TEST_PRED","ORAL_RAT_LD50_MOL.KG_TEST_PRED","EPR.LEL","LPR.LEL","Chromotography","Volatile"
2599,"Perfluorotridecanoic acid","72629-94-8","DTXSID90868151",41.55861354,NA,NA,NA,31.81667387,30.64544795,NA,30.64544795,"perfluoroalkyl carboxylic acid",12,NA,32.03134047,NA,41.92819155,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.55861354,664.109,NA,4.96,8.73,"0.00359",NA,NA,NA,"LC","Non-Volatile"
2600,"Perfluoroundecanoic acid","2058-94-8","DTXSID8047553",55.82043182,NA,NA,NA,12.6069814,0.603341649,NA,0.603341649,"perfluoroalkyl carboxylic acid",10,82.75734381,NA,NA,59.2990286,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.82043182,564.093,"186/714",4.69608,4.11115,"0.0295121","0.000794328",NA,NA,"LC","Non-Volatile"
2685,"Potassium perfluorohexanesulfonate","3871-99-6","DTXSID3037709",76.8485093,NA,NA,NA,NA,NA,NA,NA,"perfluoroalkyl sulfonic acid",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.62912509,NA,NA,NA,76.8485093,438.2,"34/743",4.2745,2.44301,"-","-",NA,33.3,"LC","Non-Volatile"
2686,"Potassium perfluorooctanesulfonate","2795-39-3","DTXSID8037706",11.01734878,NA,8.366887817,NA,3.056396427,3.608165046,NA,3.056396427,"perfluoroalkyl sulfonic acid",8,NA,NA,NA,13.61757764,10.22087236,28.768239,29.47412535,NA,28.768239,29.11600963,NA,NA,NA,11.01734878,538.22,"123/707",4.74766,-0.567682,"-","-",NA,11.1,"LC","Non-Volatile"
3766,"Perfluorohexanesulfonamide","41997-13-1","DTXSID50469320",9.758939228,NA,NA,NA,NA,1.048574645,NA,NA,"perfluoroalkyl sulfonamide",6,76.2211001,21.29176315,NA,9.736912253,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.758939228,399.13,NA,4.09,3.68,"0.423",NA,NA,NA,"LC","Non-Volatile"
3771,"Perfluoroheptanesulfonic acid","375-92-8","DTXSID8059920",35.15855075,NA,NA,NA,10.80166931,13.85244757,NA,10.80166931,"perfluoroalkyl sulfonic acid",7,NA,NA,NA,NA,42.39400945,73.10766615,46.00425261,NA,NA,71.54191358,NA,NA,50.35563568,35.15855075,450.12,"-",4.71028,2.54508,"-","-",NA,33.3,"LC","Non-Volatile"
3853,"Sodium perfluorooctanoate","335-95-5","DTXSID40880025",NA,NA,57.94598499,6.313971278,NA,NA,NA,NA,"perfluoroalkyl carboxylic acid",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.052,NA,4.16,5.58,"0.192",NA,NA,NA,"LC","Non-Volatile"
4336,"Perfluorohexanesulfonic acid","355-46-4","DTXSID7040150",65.27848326,NA,NA,NA,11.13467063,0.454935079,NA,0.454935079,"perfluoroalkyl sulfonic acid",6,NA,NA,NA,70.02319395,82.41542045,82.23051314,82.41542045,82.23051314,NA,NA,85.90757089,NA,82.23051314,65.27848326,400.11,"-",4.2745,2.44301,"-","-",NA,33.3,"LC","Non-Volatile"
4337,"Hexafluoroglutaryl chloride","678-77-3","DTXSID0060985",50.8748135,NA,NA,NA,NA,NA,NA,NA,"perfluoroalkyl halide",3,50.8838292,NA,NA,50.8748135,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8748135,276.94,"-",4.42658,2.95946,"0.688652","-",NA,NA,"GC","Volatile"
4338,"6:1 Fluorotelomer alcohol","375-82-6","DTXSID00190950",NA,NA,NA,NA,NA,55.18010857,NA,NA,"fluorotelomer alcohol",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350.079,"-",3.83483,2.92694,"3.78443","0.000516416",NA,100,"GC","Volatile"
4339,"((Perfluorooctyl)ethyl)phosphonic acid","80220-63-9","DTXSID30627108",NA,NA,24.45227593,NA,NA,NA,24.45227593,NA,"fluorotelomer phosphonic acid",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528.102,NA,7.94,5,"0.000195",NA,NA,NA,"LC","Non-Volatile"
4340,"(Heptafluoropropyl)trimethylsilane","3834-42-2","DTXSID70400078",NA,NA,NA,NA,NA,NA,NA,NA,"perfluoroalkyl silane",3,98.84792515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.212,NA,1.59,4.02,"128",NA,NA,NA,"GC","Volatile"
4341,"Bis(1H,1H-perfluoropropyl)amine","883498-76-8","DTXSID50381992",NA,NA,NA,NA,NA,NA,NA,NA,"perfluoroalkyl amine",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,281.097,"-",2.53753,2.56143,"7.34514","0.0018281",11.1,NA,"GC","Volatile"
4342,"Perfluoro-1-iodohexane","355-43-1","DTXSID7047566",NA,NA,NA,NA,18.19786622,NA,NA,NA,"perfluoroalkyl halide",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445.95,"-",2.74781,3.6333,"6.63743","-",NA,NA,"GC","Volatile"
4343,"6:2 Fluorotelomer sulfonic acid","27619-97-2","DTXSID6067331",NA,NA,NA,NA,NA,NA,NA,NA,"fluorotelomer sulfonic acid",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.16,"-",5.71004,3.87901,"-","-",66.5,NA,"LC","Non-Volatile"
4344,"Perfluoro-1-octanesulfonyl chloride","423-60-9","DTXSID90315130",NA,NA,NA,NA,NA,NA,NA,NA,"perfluoroalkylsulfonyl halide",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518.57,"-",3.95868,2.51052,"0.0578096","-",NA,0.015,"GC","Volatile"
4345,"1-(Perfluorofluorooctyl)propane-2,3-diol","94159-84-9","DTXSID80881157",18.85852237,NA,45.44253757,NA,NA,21.63553836,NA,NA,"fluorotelomer alcohol",8,NA,NA,NA,16.81216395,35.9151667,38.34268219,19.57018977,NA,NA,NA,NA,NA,46.11056155,18.85852237,494.148,NA,7.45,4.88,"0.00936",NA,NA,NA,"GC","Volatile"
4346,"Methyl perfluoro(3-(1-ethenyloxypropan-2-yloxy)propanoate)","63863-43-4","DTXSID8044969",58.77448669,NA,58.18825444,NA,NA,2.816520379,NA,2.816520379,"perfluoroalkylether acid methyl ester",7,31.73067868,99.15230807,NA,18.58747729,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.77448669,422.098,"-",3.47056,2.9214,"1.28529","-",NA,NA,"GC","Volatile"
4347,"Perfluoropentanamide","355-81-7","DTXSID70366226",NA,NA,NA,NA,NA,NA,NA,NA,"perfluoroalkyl amide",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.072,"-",4.50246,2.23605,"0.293089","0.00233346",NA,NA,"LC","Non-Volatile"
4348,"2,2,3,3,4,4,4-Heptafluorobutyl methacrylate","13695-31-3","DTXSID3065586",NA,NA,NA,NA,NA,0.027835079,NA,0.027835079,"fluorotelomer methacrylate",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268.131,"-",3.2348,2.59576,"4.75335","-",NA,0.14,"GC","Volatile"
4349,"1-Pentafluoroethylethanol","374-40-3","DTXSID70880134",NA,NA,NA,NA,NA,0.213066354,NA,NA,"perfluoroalkyl alcohol",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.075,NA,2.62,1.41,"25.3",NA,NA,NA,"GC","Volatile"
4350,"N-Methylperfluorooctanesulfonamide","31506-32-8","DTXSID1067629",28.97662002,NA,NA,NA,NA,0.240555188,NA,0.240555188,"perfluoroalkyl sulfonamide",8,NA,NA,NA,52.77778749,57.24438341,NA,38.88139143,NA,NA,NA,NA,NA,NA,28.97662002,513.17,"-",4.55743,3.73466,"0.837529","0.000341193",NA,0.14,"LC","Non-Volatile"
4351,"Perfluoro-2,5-dimethyl-3,6-dioxanonanoic acid","13252-14-7","DTXSID00892442",NA,NA,NA,NA,6.495177596,7.129253807,NA,6.495177596,"perfluoroalkylether carboxylic acid",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496.076,NA,4.05,7.7,"0.00222",NA,NA,66.5,"LC","Non-Volatile"
4352,"(Heptafluorobutanoyl)pivaloylmethane","17587-22-3","DTXSID3066215",NA,NA,54.26281427,NA,NA,NA,54.26281427,NA,"perfluoroalkyl dione",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.185,"-",4.50152,3.97181,"0.114025","0.00179887",NA,NA,"GC","Volatile"
4353,"N-Methyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide","24448-09-7","DTXSID7027831",69.08944422,NA,NA,NA,NA,NA,NA,NA,"perfluoroalkyl sulfonamide",8,NA,NA,NA,84.40036464,77.29725191,83.47688538,72.09978623,83.29542041,NA,83.29542041,NA,NA,83.47688538,69.08944422,557.22,"-",6.70978,4.52603,"0.11695","0.000562341",NA,NA,"GC","Volatile"
4354,"Perfluoro-3,6-dioxaheptanoic acid","151772-58-6","DTXSID30382063",NA,NA,NA,NA,NA,NA,NA,NA,"perfluoroalkylether carboxylic acid",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.045,"-",3.79785,2.20148,"0.191867","0.00289068",NA,NA,"LC","Non-Volatile"
4355,"3-(Perfluoroisopropyl)-2-propenoic acid","243139-64-2","DTXSID40380257",NA,NA,81.4349423,18.6871883,NA,NA,18.6871883,NA,"perfluoroalkyl carboxylic acid",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240.077,"-",4.08185,3.01605,"2.28034","-",NA,NA,"LC","Non-Volatile"
4356,"(Perfluoro-5-methylhexyl)ethyl 2-methylprop-2-enoate","50836-66-3","DTXSID60379901",NA,NA,NA,NA,NA,NA,NA,NA,"perfluoroalkylether carboxylic acid",7,NA,NA,NA,NA,NA,NA,NA,NA,89.04538282,NA,NA,NA,NA,NA,482.189,"-",4.43711,4.72548,"0.445656","-",NA,NA,"GC","Volatile"
4357,"1H,1H-Perfluoropentylamine","355-27-1","DTXSID60377826",NA,NA,NA,NA,NA,NA,NA,NA,"fluorotelomer amine",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.08,"-",3.73183,2.56714,"94.8418","0.00346737",NA,NA,"GC","Volatile"
4358,"11:1 Fluorotelomer alcohol","423-65-4","DTXSID80375107",NA,NA,NA,NA,NA,NA,NA,NA,"fluorotelomer alcohol",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600.118,"-",4.71563,4.77191,"0.0571479","0.000755092",41.7,NA,"GC","Volatile"
4359,"Perfluorocyclohexanecarbonyl fluoride","6588-63-2","DTXSID80379781",NA,NA,35.00160522,NA,NA,0.098732993,NA,0.098732993,"perfluorocyclohexane",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.057,"-",3.13954,5.64798,"9.28966","-",NA,NA,"GC","Volatile"
4360,"2H,2H,3H,3H-Perfluorooctanoic acid","914637-49-3","DTXSID20874028",NA,92.26930991,NA,NA,NA,NA,92.26930991,NA,"fluorotelomer carboxylic acid",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342.108,NA,4.25,4,"0.293",NA,NA,NA,"LC","Non-Volatile"
4361,"((2,2,3,3-Tetrafluoropropoxy)methyl)oxirane","19932-26-4","DTXSID70880230",NA,NA,NA,NA,NA,NA,NA,NA,"fluorotelomer epoxide",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.122,NA,3.47,1.17,"2.48",NA,NA,NA,"GC","Volatile"
4362,"4:2 Fluorotelomer sulfonic acid","757124-72-4","DTXSID30891564",NA,NA,NA,NA,NA,NA,NA,NA,"fluorotelomer sulfonic acid",4,NA,NA,NA,NA,97.09779375,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.15,NA,4.77,1.7,"1.32E-06",NA,NA,NA,"LC","Non-Volatile"
4363,"2-(Perfluorohexyl)ethylphosphonic acid","252237-40-4","DTXSID20179883",NA,NA,94.5182665,NA,87.11768882,28.80364565,NA,NA,"perfluoroalkyl phosphonic acid",6,60.52675184,NA,NA,66.46437922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428.086,"-",7.84035,3.27547,"-","-",NA,NA,"LC","Non-Volatile"
4364,"Perfluoro-4-isopropoxybutanoic acid","801212-59-9","DTXSID60663110",NA,NA,NA,NA,NA,NA,NA,NA,"perfluoroalkylether carboxylic acid",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380.061,NA,4.08,5.09,"0.09",NA,NA,NA,"LC","Non-Volatile"
4365,"3-Perfluoroheptylpropanoic acid","812-70-4","DTXSID90382620",NA,NA,NA,NA,18.68418326,8.803822028,NA,8.803822028,"perfluoroalkyl carboxylic acid",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442.124,"-",4.77834,4.16425,"0.0286418","0.00105439",NA,NA,"LC","Non-Volatile"
4366,"2-(Perfluorooctyl)ethanthiol","34143-74-3","DTXSID20337446",NA,NA,NA,NA,NA,NA,NA,NA,"perfluoroalkyl thiol",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.18,"-",3.72761,3.91288,"0.785236","-",33.3,NA,"GC","Volatile"
4367,"Perfluorooctane","307-34-6","DTXSID0059794",NA,NA,NA,NA,NA,18.77421882,NA,18.77421882,"perfluoroalkane",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.059,"-",1.59139,4.01607,"44.6684","0.000659174",NA,33.3,"GC","Volatile"
4368,"N-Ethylperfluorooctanesulfonamide","4151-50-2","DTXSID1032646",43.70012514,NA,NA,NA,8.499859531,NA,NA,8.499859531,"perfluoroalkyl sulfonamide",8,NA,NA,NA,51.19058479,15.7594004,71.42647455,52.04340062,NA,NA,76.55377859,NA,NA,73.90955604,43.70012514,527.2,"125/795",4.92043,3.6865,"0.540754","0.000887156",0.015,33.3,"LC","Non-Volatile"
4369,"N-Ethyl-N-(2-hydroxyethyl)perfluorooctanesulfonamide","1691-99-2","DTXSID6027426",NA,NA,NA,NA,90.02445497,NA,NA,NA,"perfluoroalkyl sulfonamide",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571.25,"-",7.50346,4.369,"0.0796159","0.000564937",NA,NA,"GC","Volatile"
